case_id,mask_path,status,csv_rows_count,unique_mask_ids_count,mapped_ids_count,missing_ids_count,out_of_bounds_count,background_hit_count,native_hit_count,flipped_xy_hit_count,local_search_hit_count,matched_instance_ids,missing_instance_ids,json_path,error_message
1_3_6_1_4_1_14519_5_2_1_7009_9004_252797055337507910782814572402,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_252797055337507910782814572402.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_252797055337507910782814572402.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_254022847406799766041597618428,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_254022847406799766041597618428.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_254022847406799766041597618428.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_254475546569488666652698626265,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_254475546569488666652698626265.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_254475546569488666652698626265.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_254700726407433751111086463530,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_254700726407433751111086463530.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_254700726407433751111086463530.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_255793297887656067628049074846,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_255793297887656067628049074846.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_255793297887656067628049074846.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_256022561495144490753662382418,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_256022561495144490753662382418.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_256022561495144490753662382418.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_258641225206737857950640366163,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_258641225206737857950640366163.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_258641225206737857950640366163.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_259672879284689977053078265684,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_259672879284689977053078265684.nii.gz,success,3,3,3,0,0,0,0,3,0,1 2 3,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_259672879284689977053078265684.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_259985463707593761439452026822,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_259985463707593761439452026822.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_259985463707593761439452026822.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_260114239839626796329970112530,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_260114239839626796329970112530.nii.gz,success,6,6,6,0,0,0,0,6,0,1 2 3 4 5 6,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_260114239839626796329970112530.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_260782154903230394480925993868,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_260782154903230394480925993868.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_260782154903230394480925993868.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_261090068612535682536784039518,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_261090068612535682536784039518.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_261090068612535682536784039518.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_261355120165654907711556613144,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_261355120165654907711556613144.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_261355120165654907711556613144.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_262737866390029208827899157410,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_262737866390029208827899157410.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_262737866390029208827899157410.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_265076645294278420451491835992,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_265076645294278420451491835992.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_265076645294278420451491835992.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_266723448417896775634316863647,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_266723448417896775634316863647.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_266723448417896775634316863647.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_266925286880990183380710736675,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_266925286880990183380710736675.nii.gz,success,5,5,4,1,0,1,0,4,0,1 2 3 4,5,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_266925286880990183380710736675.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_267107781250417111019205368544,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_267107781250417111019205368544.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_267107781250417111019205368544.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_267925019869922676037881110701,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_267925019869922676037881110701.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_267925019869922676037881110701.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_268216615730540381443428858210,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_268216615730540381443428858210.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_268216615730540381443428858210.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_271539349656902032213163511174,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_271539349656902032213163511174.nii.gz,success,6,6,6,0,0,0,0,6,0,1 2 3 4 5 6,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_271539349656902032213163511174.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_271604965664181249185278067549,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_271604965664181249185278067549.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_271604965664181249185278067549.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_272994458675729999843821009401,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_272994458675729999843821009401.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_272994458675729999843821009401.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_273681999132163323523618170273,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_273681999132163323523618170273.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_273681999132163323523618170273.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_275043591898038807516170891823,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_275043591898038807516170891823.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_275043591898038807516170891823.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_276510534497681410113337260816,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_276510534497681410113337260816.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_276510534497681410113337260816.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_277020524763388995689976584723,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_277020524763388995689976584723.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_277020524763388995689976584723.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_277644501336288475225865583754,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_277644501336288475225865583754.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_277644501336288475225865583754.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_277681901148087124672162588522,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_277681901148087124672162588522.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_277681901148087124672162588522.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_277979249905383890129851807650,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_277979249905383890129851807650.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_277979249905383890129851807650.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_278986702361576787447854597456,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_278986702361576787447854597456.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_278986702361576787447854597456.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_279207787408288335950569162553,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_279207787408288335950569162553.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_279207787408288335950569162553.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_283249889454831704539242158159,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_283249889454831704539242158159.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_283249889454831704539242158159.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_285247756493640561534297943584,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_285247756493640561534297943584.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_285247756493640561534297943584.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_285407279893570113786158504200,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_285407279893570113786158504200.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_285407279893570113786158504200.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_286252133939265766745515831526,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_286252133939265766745515831526.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_286252133939265766745515831526.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_288084276279488307379386222507,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_288084276279488307379386222507.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_288084276279488307379386222507.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_289110582196747905380389855239,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_289110582196747905380389855239.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_289110582196747905380389855239.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_290393751714096639225873409403,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_290393751714096639225873409403.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_290393751714096639225873409403.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_290672007542248830252528054204,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_290672007542248830252528054204.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_290672007542248830252528054204.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_292078314152661923383733758508,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_292078314152661923383733758508.nii.gz,success,6,6,6,0,0,0,0,6,0,1 2 3 4 5 6,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_292078314152661923383733758508.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_292270780431143120505459500051,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_292270780431143120505459500051.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_292270780431143120505459500051.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_296083011870325272672923342892,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_296083011870325272672923342892.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_296083011870325272672923342892.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_300903111140015128934272546749,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_300903111140015128934272546749.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_300903111140015128934272546749.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_302115368786011856919035505234,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_302115368786011856919035505234.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_302115368786011856919035505234.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_304004607937973827669330628330,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_304004607937973827669330628330.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_304004607937973827669330628330.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_304021728307790565972461001542,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_304021728307790565972461001542.nii.gz,success,5,5,5,0,0,0,0,5,0,1 2 3 4 5,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_304021728307790565972461001542.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_307397688126220642775648716492,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_307397688126220642775648716492.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_307397688126220642775648716492.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_307426328169852728838865100814,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_307426328169852728838865100814.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_307426328169852728838865100814.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_307732191254643798578781945324,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_307732191254643798578781945324.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_307732191254643798578781945324.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_309544629150253379684279910198,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_309544629150253379684279910198.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_309544629150253379684279910198.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_310377937804844033540465803171,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_310377937804844033540465803171.nii.gz,success,5,5,5,0,0,0,0,5,0,1 2 3 4 5,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_310377937804844033540465803171.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_310388560244552882447021663549,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_310388560244552882447021663549.nii.gz,success,1,1,0,1,0,1,0,0,0,,1,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_310388560244552882447021663549.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_311657558735688452443759360564,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_311657558735688452443759360564.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_311657558735688452443759360564.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_311669262139306484295090603383,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_311669262139306484295090603383.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_311669262139306484295090603383.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_312544308916868550210427782419,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_312544308916868550210427782419.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_312544308916868550210427782419.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_312684650046768026688827111700,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_312684650046768026688827111700.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_312684650046768026688827111700.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_314492676347966186014530912135,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_314492676347966186014530912135.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_314492676347966186014530912135.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_315715544214233057042913248888,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_315715544214233057042913248888.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_315715544214233057042913248888.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_318306490005426650756067726172,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_318306490005426650756067726172.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_318306490005426650756067726172.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_319740680237623518247679519331,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_319740680237623518247679519331.nii.gz,success,1,1,0,1,0,1,0,0,0,,1,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_319740680237623518247679519331.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_319911035565551195746021842963,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_319911035565551195746021842963.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_319911035565551195746021842963.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_320892607564829900582207659458,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_320892607564829900582207659458.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_320892607564829900582207659458.json,
1_3_6_1_4_1_14519_5_2_1_7009_9004_324959506501394764132768419933,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_324959506501394764132768419933.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_3_6_1_4_1_14519_5_2_1_7009_9004_324959506501394764132768419933.json,
